,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
16276,517037,Italy,NEW BOAT,Honda Honwave T38 IE3 + Honda BF20 SHU,Honda,2023,inflatableboats,RIB,PVC,3.76,1.7,,1,20.0,15.0,4400,https://www.boat24.com/en/inflatableboats/honda-honwave/honda-honwave-t38-ie3-honda-bf20-shu/detail/517037/
16277,506610,Netherlands,USED BOAT,Axopar 28 Aft. Cabin,Axopar,2016,powerboats,Cabin Cruiser,GRP,9.18,2.95,0.8,1,350.0,257.0,125000,https://www.boat24.com/en/powerboats/axopar/axopar-28-aft-cabin/detail/506610/
16278,540473,Germany,USED BOAT,Hooveld 975 AK,Hooveld,1978,powerboats,Trawler,,9.75,3.0,0.9,1,62.0,46.0,34990,https://www.boat24.com/en/powerboats/hooveld/hooveld-975-ak/detail/540473/
16279,513508,Germany,NEW BOAT,Sea Ray 190 SPOE,Sea,2023,powerboats,Bowrider,GRP,5.94,2.54,,1,115.0,85.0,59900,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-spoe/detail/513508/
16280,530760,Italy,USED BOAT,Sessa F42,Sessa,2017,powerboats,Motor Yacht,,13.1,3.9,0.82,2,720.0,530.0,380000,https://www.boat24.com/en/powerboats/sessa/sessa-f42/detail/530760/
16281,537076,Croatia,USED BOAT,Galeon 530,Galeon,2008,powerboats,Flybridge,GRP,16.2,4.7,1.38,2,715.0,526.0,470000,https://www.boat24.com/en/powerboats/galeon/galeon-530/detail/537076/
16283,494605,Switzerland,NEW BOAT,Yamarin Cross Cross 60 Cabin,Yamarin,2023,powerboats,Bowrider,,6.03,2.33,,1,,,47419.8,https://www.boat24.com/en/powerboats/yamarin-cross/yamarin-cross-cross-60-cabin/detail/494605/
16285,536681,Netherlands,USED BOAT,Duw-sleepvlet 17.65,Duw-sleepvlet,1982,powerboats,Trawler,Steel,17.65,2.35,1.4,1,,,385000,https://www.boat24.com/en/powerboats/duw-sleepvlet-1765/detail/536681/
16286,519567,Italy,USED BOAT,Jeanneau NC9,Jeanneau,2016,powerboats,Hardtop,,9.43,3.15,1.15,1,260.0,191.0,160000,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-nc9/detail/519567/
16287,533423,Italy,NEW BOAT,GALA A300L,GALA,2023,inflatableboats,RIB,PVC,3.0,1.7,,1,,,5700,https://www.boat24.com/en/inflatableboats/gala/gala-a300l/detail/533423/
16288,526445,Germany,NEW BOAT,Beneteau Antares 9 OB,Beneteau,2023,powerboats,Pilothouse,,8.25,2.95,0.9,2,150.0,110.0,166000,https://www.boat24.com/en/powerboats/beneteau/beneteau-antares-9-ob/detail/526445/
16289,533740,Germany,USED BOAT,Style Yacht Sudar Regatta,Style,1999,sailingboats,Keelboat,GRP,8.0,2.25,1.4,1,50.0,37.0,13500,https://www.boat24.com/en/sailingboats/style-yacht/style-yacht-sudar-regatta/detail/533740/
16290,6043,,NEW BOAT,S 600,Thoma,2022,powerboats,Fishing Boat,,6.0,1.85,,1,50.0,368.0,155000,https://www.boat24.com/en/catalog/powerboats/thoma/s-600/2022/6043/
16291,509193,Croatia,USED BOAT,Elan 50 Impression,Elan,2018,sailingboats,Sailing Yacht,GRP,15.2,4.68,2.23,1,,,270000,https://www.boat24.com/en/sailingboats/elan/elan-50-impression/detail/509193/
16292,538243,Spain,USED BOAT,Amel Maramu,Amel,1981,sailingboats,Center Cockpit,GRP,13.97,4.03,2.11,1,60.0,44.0,89000,https://www.boat24.com/en/sailingboats/amel/amel-maramu/detail/538243/
16293,533109,United,USED BOAT,Sealine F42,Sealine,,powerboats,Flybridge,GRP,13.59,4.47,1.14,2,435.0,320.0,376942.0,https://www.boat24.com/en/powerboats/sealine/sealine-f42/detail/533109/
16294,483566,Spain,USED BOAT,nan,nan,2007,powerboats,Motor Yacht,GRP,11.76,3.74,1.0,2,280.0,206.0,189000,https://www.boat24.com/en/powerboats/galeon/galeon-390-fly/detail/483566/
16295,428025,Turkey,USED BOAT,Custom Build Gulet,Custom,2008,sailingboats,Gulet,Wood,42.98,8.6,4.0,1,,,5000000,https://www.boat24.com/en/sailingboats/custom-build-gulet/detail/428025/
16296,514363,Italy,USED BOAT,Blumax Bluline 23,Blumax,2020,powerboats,Sport Boat,,6.8,2.38,,1,150.0,110.0,59500,https://www.boat24.com/en/powerboats/blumax/blumax-bluline-23/detail/514363/
16297,544220,Switzerland,NEW BOAT,Centurion Fi23 2023,Centurion,2023,powerboats,Wakeboard/Wakesurf,GRP,7.12,2.5,,1,369.0,271.0,199512.0,https://www.boat24.com/en/powerboats/centurion/centurion-fi23-2023/detail/544220/
16298,530442,Germany,NEW BOAT,nan,nan,2024,powerboats,Flybridge,GRP,18.2,5.12,1.0,2,610.0,449.0,1649340,https://www.boat24.com/en/powerboats/greenline/greenline-58-fly/detail/530442/
16299,542600,Germany,USED BOAT,Jeanneau Tonic 23,Jeanneau,1990,sailingboats,Keelboat,GRP,7.52,2.5,1.1,1,80.0,59.0,18000,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-tonic-23/detail/542600/
16300,526803,Slovenia,USED BOAT,nan,nan,2023,inflatableboats,RIB,Aluminium,9.12,3.1,,1,,,135000,https://www.boat24.com/en/inflatableboats/highfield/highfield-sport-900/detail/526803/
16302,534337,Germany,NEW BOAT,Bavaria R 40 COUPE,Bavaria,2023,powerboats,Motor Yacht,,12.91,3.95,1.06,2,380.0,279.0,554897,https://www.boat24.com/en/powerboats/bavaria/bavaria-r-40-coup/detail/534337/
16303,530799,Croatia,USED BOAT,Sealine F430,Sealine,2019,powerboats,Flybridge,GRP,13.55,4.2,1.25,2,435.0,320.0,449000,https://www.boat24.com/en/powerboats/sealine/sealine-f430/detail/530799/
16304,536764,Spain,USED BOAT,Sea Ray 390 Express Cruiser,Sea,1988,powerboats,Cabin Cruiser,GRP,11.7,4.24,,2,36987.0,,69990,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-390-express-cruiser/detail/536764/
16305,519707,Italy,USED BOAT,Azimut 86S 86 S,Azimut,2006,powerboats,Superyacht,,26.49,5.83,1.35,2,2000.0,1471.0,1150000,https://www.boat24.com/en/powerboats/azimut/azimut-86s-86-s/detail/519707/
16306,438665,Switzerland,NEW BOAT,Capelli Tempest 530,Capelli,2023,inflatableboats,RIB,Hypalon,5.35,2.25,,1,100.0,,18349.8,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-530/detail/438665/
16307,529327,Italy,USED BOAT,Princess V78,Princess,2010,powerboats,Hardtop,,23.27,5.66,1.65,2,1825.0,1342.0,1400000,https://www.boat24.com/en/powerboats/princess/princess-v78/detail/529327/
16309,285211,Croatia,USED BOAT,nan,nan,2010,sailingboats,Sailing Yacht,GRP,11.5,3.9,1.0,1,39.0,29.0,109500,https://www.boat24.com/en/sailingboats/elan/elan-impression-384/detail/285211/
16310,347455,Croatia,USED BOAT,Sanlorenzo 88,Sanlorenzo,2008,powerboats,Superyacht,GRP,26.75,6.75,1.8,2,2216.0,1630.0,3200000,https://www.boat24.com/en/powerboats/sanlorenzo/sanlorenzo-88/detail/347455/
16311,519157,Switzerland,NEW BOAT,Windy 34 Alize,Windy,2023,powerboats,Sport Boat,GRP,10.3,3.15,0.9,1,440.0,324.0,588960,https://www.boat24.com/en/powerboats/windy/windy-34-alize/detail/519157/
16312,520893,France,USED BOAT,Beneteau Monte Carlo 27,Beneteau,2009,powerboats,Cabin Cruiser,PVC,8.85,2.75,,1,320.0,235.0,58000,https://www.boat24.com/en/powerboats/beneteau/beneteau-monte-carlo-27/detail/520893/
16313,542037,Croatia,NEW BOAT,2BAR 57,2BAR,2023,inflatableboats,RIB,,5.7,2.5,0.5,1,,,19850,https://www.boat24.com/en/inflatableboats/2bar-57/detail/542037/
16314,532885,Switzerland,NEW BOAT,Buster L1,Buster,2023,powerboats,Fishing Boat,Aluminium,5.13,1.99,0.3,1,50.0,,18997.5,https://www.boat24.com/en/powerboats/buster/buster-l1/detail/532885/
16315,541196,Netherlands,NEW BOAT,EZraft 250,EZraft,2023,inflatableboats,Foldable Inflatable Boat,,2.5,1.46,,1,,,880,https://www.boat24.com/en/inflatableboats/ezraft-250/detail/541196/
16316,504233,Netherlands,USED BOAT,Sichterman 16.30 HT,Sichterman,2019,powerboats,Hardtop,Aluminium,16.3,4.67,0.9,2,355.0,261.0,1325000,https://www.boat24.com/en/powerboats/sichterman-1630-ht/detail/504233/
16317,538093,Italy,USED BOAT,Beneteau Oceanis 45,Beneteau,2012,sailingboats,Sailing Yacht,GRP,13.5,4.5,1.85,1,54.0,40.0,229000,https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-45/detail/538093/
16318,543732,Germany,USED BOAT,Kreuzer/Hinrich von Colln,Kreuzer/Hinrich,1939,sailingboats,Classic Sailing Yacht,Wood,8.0,2.3,1.65,1,50.0,37.0,74990,https://www.boat24.com/en/sailingboats/kreuzerhinrich-von-coelln/detail/543732/
16319,537050,Germany,USED BOAT,FOCUS 33 FOCUS 33,FOCUS,2019,powerboats,Sport Boat,GRP,9.66,3.5,0.95,2,260.0,191.0,259000,https://www.boat24.com/en/powerboats/focus-33-focus-33/detail/537050/
16320,541571,Italy,USED BOAT,Cruisers Yachts 390 SC,Cruisers,2008,powerboats,Hardtop,GRP,12.2,4.0,0.95,2,370.0,272.0,133000,https://www.boat24.com/en/powerboats/cruisers-yachts/cruisers-yachts-390-sc/detail/541571/
16322,527240,Switzerland,NEW BOAT,Beneteau First 14,Beneteau,2022,sailingboats,Regatta Boat,GRP,4.3,1.7,0.89,1,,,13620,https://www.boat24.com/en/sailingboats/beneteau/beneteau-first-14/detail/527240/
16323,509839,Croatia,USED BOAT,Nautor's Swan 36,Nautor's,1989,sailingboats,Sailing Yacht,,UNKNOWN,UNKNOWN,,1,40.0,29.0,80000,https://www.boat24.com/en/sailingboats/nautors-swan-36/detail/509839/
16324,543057,Germany,USED BOAT,Neptunus 168 Fly,Neptunus,1993,powerboats,Flybridge,GRP,18.6,5.1,1.3,2,700.0,515.0,199900,https://www.boat24.com/en/powerboats/neptunus/neptunus-168-fly/detail/543057/
16326,545271,France,USED BOAT,Cranchi ATLANTIQUE 40,Cranchi,2003,powerboats,Flybridge,PVC,11.84,3.87,,2,370.0,272.0,135000,https://www.boat24.com/en/powerboats/cranchi/cranchi-atlantique-40/detail/545271/
16328,506069,Italy,NEW BOAT,Scar Next 215 + Honda BF40E,Scar,2023,powerboats,Bowrider,GRP,6.5,2.3,,1,40.0,29.0,20900,https://www.boat24.com/en/powerboats/scar/scar-next-215-honda-bf40e/detail/506069/
16329,470574,Spain,,Celebrity 310,Celebrity,1995,powerboats,Cabin Cruiser,,8.66,3.15,0.7,2,226.0,166.0,57000,https://www.boat24.com/en/powerboats/celebrity/celebrity-310/detail/470574/
16331,501728,Netherlands,NEW BOAT,Futura Yachts Chaloupe 610,Futura,2022,powerboats,Sloep,GRP,6.1,2.3,0.3,1,60.0,44.0,38862,https://www.boat24.com/en/powerboats/futura-yachts/futura-yachts-chaloupe-610/detail/501728/
16332,505459,Germany,NEW BOAT,Hobie Cat Hobie Mirage iEclipse 11,Hobie,2022,smallboats,Pedalo,PVC,3.35,1.02,,1,,,2990,https://www.boat24.com/en/smallboats/hobie-cat/hobie-cat-hobie-mirage-ieclipse-11/detail/505459/
16334,519014,Germany,NEW BOAT,BlueCraft Fishing 420,BlueCraft,2023,powerboats,Fishing Boat,GRP,4.25,1.75,0.33,1,30.0,22.0,7999,https://www.boat24.com/en/powerboats/bluecraft/bluecraft-fishing-420/detail/519014/
16335,533630,Germany,USED BOAT,Werft Plaue Stahlverdranger Heckkruiser,Werft,1980,powerboats,Trawler,Steel,10.5,3.1,0.9,1,43.0,32.0,39500,https://www.boat24.com/en/powerboats/werft-plaue-stahlverdraenger-heckkruiser/detail/533630/
16336,481870,Portugal,USED BOAT,Bavaria 44,Bavaria,1994,sailingboats,Cruising Yacht,GRP,13.6,4.2,2.25,1,49.0,36.0,85000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-44/detail/481870/
16337,517001,Germany,NEW BOAT,Olympic 520 CC,Olympic,2019,powerboats,Sport Boat,GRP,5.28,2.28,0.45,1,90.0,66.0,32900,https://www.boat24.com/en/powerboats/olympic/olympic-520-cc/detail/517001/
16338,491464,Switzerland,USED BOAT,Psaros 5.5 Psaros,Psaros,1980,sailingboats,Regatta Boat,Wood,9.57,1.92,1.35,1,35.0,26.0,81600.0,https://www.boat24.com/en/sailingboats/psaros/psaros-55-psaros/detail/491464/
16339,524884,Denmark,,Seabird 440,Seabird,,powerboats,Motor Yacht,,UNKNOWN,UNKNOWN,,1,40.0,29.0,7085.0,https://www.boat24.com/en/powerboats/seabird/seabird-440/detail/524884/
16340,411860,Austria,USED BOAT,Fjord .,Fjord,1971,powerboats,Sport Boat,GRP,5.7,2.2,0.5,1,128.0,94.0,7500,https://www.boat24.com/en/powerboats/fjord/fjord-/detail/411860/
16341,533856,Germany,NEW BOAT,Regal LS2 ab Fruhjahr 2024,Regal,2024,powerboats,Bowrider,GRP,6.8,2.5,,1,250.0,184.0,108773,https://www.boat24.com/en/powerboats/regal/regal-ls2-ab-fruehjahr-2024/detail/533856/
16342,542981,Germany,USED BOAT,Bavaria Cruiser 37,Bavaria,2023,sailingboats,Sailing Yacht,GRP,11.3,3.67,1.63,1,30.0,22.0,219900,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-37/detail/542981/
16343,502780,Germany,USED BOAT,Quicksilver Activ 905 Weekend,Quicksilver,2022,powerboats,Cabin Cruiser,GRP,9.09,2.98,0.63,1,300.0,221.0,147590,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-905-weekend/detail/502780/
16344,531140,Netherlands,USED BOAT,Nano Float 10.80,Nano,2023,powerboats,Floating House,,10.8,3.6,,1,,,7095,https://www.boat24.com/en/powerboats/nano-float-1080/detail/531140/
16347,491742,Germany,NEW BOAT,Quicksilver Activ 605 Cruiser,Quicksilver,2023,powerboats,Sport Boat,GRP,6.02,2.34,0.48,1,,,30699,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-605-cruiser/detail/491742/
16349,520952,Switzerland,USED BOAT,Jeanneau Leader 33,Jeanneau,2020,powerboats,Motor Yacht,GRP,10.56,3.32,0.96,2,220.0,162.0,270300.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-leader-33/detail/520952/
16351,536108,Italy,USED BOAT,Portofino Marine 10 Fly,Portofino,1998,powerboats,Flybridge,GRP,8.5,3.05,0.9,2,240.0,177.0,79000,https://www.boat24.com/en/powerboats/portofino-marine/portofino-marine-10-fly/detail/536108/
16352,407067,Croatia,USED BOAT,Bavaria 37 Cruiser,Bavaria,2022,sailingboats,Sailing Yacht,GRP,11.2,3.67,1.95,1,,,156800,https://www.boat24.com/en/sailingboats/bavaria/bavaria-37-cruiser/detail/407067/
16354,545521,Netherlands,USED BOAT,Smelne 1280S,Smelne,2004,powerboats,Trawler,Steel,13.0,4.0,1.15,1,159.0,117.0,229000,https://www.boat24.com/en/powerboats/smelne/smelne-1280s/detail/545521/
16355,486396,Switzerland,NEW BOAT,Boesch 750 Portofino De Luxe,Boesch,2023,powerboats,Runabout,Wood,7.5,2.5,,2,320.0,235.0,382500.0,https://www.boat24.com/en/powerboats/boesch/boesch-750-portofino-de-luxe/detail/486396/
16356,544282,Italy,USED BOAT,Bayliner 245,Bayliner,2008,powerboats,Sport Boat,GRP,7.65,2.59,0.5,1,300.0,221.0,49500,https://www.boat24.com/en/powerboats/bayliner/bayliner-245/detail/544282/
16358,513158,Germany,NEW BOAT,Quicksilver Activ 555 Bowrider,Quicksilver,2023,powerboats,Bowrider,GRP,5.5,2.29,,1,60.0,44.0,39900,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-555-bowrider/detail/513158/
16359,544227,Germany,USED BOAT,Bavaria Cruiser 34 Easy 9.7,Bavaria,2019,sailingboats,Classic Sailing Yacht,GRP,9.99,3.42,1.55,1,18.0,13.0,103000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-34-easy-97/detail/544227/
16360,473802,Croatia,USED BOAT,nan,nan,2003,powerboats,Motor Yacht,GRP,22.2,5.48,1.6,2,1350.0,993.0,800000,https://www.boat24.com/en/powerboats/ferretti/ferretti-yachts-730/detail/473802/
16361,539840,Italy,USED BOAT,"Linetti 27,5",Linetti,2019,powerboats,Sport Boat,GRP,8.4,2.49,0.54,1,350.0,257.0,94000,https://www.boat24.com/en/powerboats/linetti/linetti-275/detail/539840/
16362,542719,Switzerland,USED BOAT,Yamarin 56 HT,Yamarin,2017,powerboats,Sport Boat,GRP,5.53,2.24,0.4,1,100.0,74.0,31620.0,https://www.boat24.com/en/powerboats/yamarin/yamarin-56-ht/detail/542719/
16363,409969,Switzerland,NEW BOAT,NorthMaster 685 Cruiser,NorthMaster,2023,powerboats,Cabin Cruiser,,6.85,2.43,,1,150.0,110.0,68493.0,https://www.boat24.com/en/powerboats/northmaster/northmaster-685-cruiser/detail/409969/
16364,523393,Germany,USED BOAT,Four Winns 278 Vista,Four,2008,powerboats,Sport Boat,GRP,8.63,2.59,0.99,1,350.0,257.0,75000,https://www.boat24.com/en/powerboats/four-winns/four-winns-278-vista/detail/523393/
16365,534027,Switzerland,NEW BOAT,DarekCo Texas 490,DarekCo,2022,powerboats,Cabin Cruiser,GRP,4.9,1.96,,1,,,15187.800000000001,https://www.boat24.com/en/powerboats/darekco/darekco-texas-490/detail/534027/
16366,536399,Switzerland,USED BOAT,nan,nan,2014,inflatableboats,RIB,,2.88,1.69,,1,101.0,74.0,18800,https://www.boat24.com/en/inflatableboats/williams/williams-turbojet-285/detail/536399/
16367,515148,Netherlands,USED BOAT,Dick Zaal 37 Lapwing,Dick,2010,sailingboats,Sailing Yacht,Aluminium,11.15,3.68,0.7,1,40.0,29.0,360000,https://www.boat24.com/en/sailingboats/dick-zaal/dick-zaal-37-lapwing/detail/515148/
16368,525554,Denmark,NEW BOAT,Bella 485 R,Bella,2023,powerboats,Center Console,,4.9,2.0,,1,,,16250.0,https://www.boat24.com/en/powerboats/bella/bella-485-r/detail/525554/
16369,244866,,NEW BOAT,470 Skydeck,Galeon,2022,powerboats,Flybridge,,14.35,4.37,0.9,1,,,47500,https://www.boat24.com/en/catalog/powerboats/galeon/470-skydeck/2022/244866/
16370,520518,Switzerland,USED BOAT,Ali Craft Ali Craft,Ali,1976,powerboats,Fishing Boat,GRP,4.55,1.77,,1,60.0,44.0,3570.0,https://www.boat24.com/en/powerboats/ali-craft/ali-craft-ali-craft/detail/520518/
16374,538047,Germany,USED BOAT,Drachen,Drachen,1963,sailingboats,Keelboat,Wood,8.94,1.25,1.25,1,,,10900,https://www.boat24.com/en/sailingboats/drachen/detail/538047/
16375,528053,Italy,USED BOAT,SPACE 310 cruiser,SPACE,,powerboats,Cabin Cruiser,GRP,9.0,3.2,0.6,2,233.0,171.0,45000,https://www.boat24.com/en/powerboats/space-310-cruiser/detail/528053/
16376,495737,Switzerland,USED BOAT,Nidelv 24,Nidelv,1989,powerboats,Cabin Cruiser,GRP,7.2,2.6,,1,34.0,25.0,16830.0,https://www.boat24.com/en/powerboats/nidelv/nidelv-24/detail/495737/
16377,533373,Italy,NEW BOAT,GALA A270D,GALA,2023,inflatableboats,RIB,PVC,2.7,1.7,,1,,,2900,https://www.boat24.com/en/inflatableboats/gala/gala-a270d/detail/533373/
16378,540403,Spain,NEW BOAT,Zodiac MEDLINE 5.8 + EQUIPAMIENTO,Zodiac,2023,inflatableboats,RIB,,5.8,2.54,,1,,,34900,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-medline-58-equipamiento/detail/540403/
16379,487076,Austria,NEW BOAT,Zodiac Yachtline 400 DL Deluxe Strongan,Zodiac,2023,inflatableboats,RIB,GRP,4.0,1.77,0.45,1,,,12900,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-yachtline-400-dl-deluxe-strongan/detail/487076/
16380,526841,Germany,USED BOAT,Quicksilver Commander 600,Quicksilver,2009,powerboats,Center Console,GRP,5.99,2.44,0.35,1,140.0,103.0,28999,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-commander-600/detail/526841/
16381,373400,Slovenia,NEW BOAT,Selene 60,Selene,2024,powerboats,Motor Yacht,GRP,19.83,5.44,1.73,1,425.0,313.0,1551764.0,https://www.boat24.com/en/powerboats/selene/selene-60/detail/373400/
16382,538383,Italy,USED BOAT,Bertram Yacht 36' Convertible,Bertram,1997,powerboats,Flybridge,GRP,10.93,3.96,,2,450.0,331.0,180000,https://www.boat24.com/en/powerboats/bertram-yacht/bertram-yacht-36-convertible/detail/538383/
16383,538664,Portugal,USED BOAT,Absolute 47 HT,Absolute,2008,powerboats,Hardtop,GRP,14.61,4.19,1.15,2,435.0,320.0,319000,https://www.boat24.com/en/powerboats/absolute/absolute-47-ht/detail/538664/
16386,539752,Austria,USED BOAT,Korneuburg Shark24,Korneuburg,1974,sailingboats,Keelboat,GRP,7.3,2.1,1.1,1,,,5000,https://www.boat24.com/en/sailingboats/korneuburg/korneuburg-shark24/detail/539752/
16387,512471,Germany,USED BOAT,Barkmet PALLAS,Barkmet,2022,powerboats,Floating House,Steel,8.8,4.5,0.8,1,30.0,22.0,159000,https://www.boat24.com/en/powerboats/barkmet-pallas/detail/512471/
16388,513555,Switzerland,USED BOAT,Gobbi 23 Offshore,Gobbi,1988,powerboats,Offshore Boat,GRP,7.3,2.5,,1,,,25398.0,https://www.boat24.com/en/powerboats/gobbi/gobbi-23-offshore/detail/513555/
16389,544954,Croatia,USED BOAT,Bavaria 33 Cruiser,Bavaria,2006,sailingboats,Sailing Yacht,,10.25,3.48,1.85,1,28.0,21.0,65000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-33-cruiser/detail/544954/
16390,539866,Germany,NEW BOAT,Jeanneau Merry Fisher 895,Jeanneau,2023,powerboats,Pilothouse,GRP,8.9,2.99,0.64,1,300.0,221.0,177000,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-895/detail/539866/
16391,544499,Italy,USED BOAT,Marinello eden 18 limite edition,Marinello,2017,smallboats,Dinghy,GRP,5.7,2.3,,1,40.0,,14500,https://www.boat24.com/en/smallboats/marinello-eden-18-limite-edition/detail/544499/
16392,537870,Switzerland,NEW BOAT,Tige Z3,Tige,2023,powerboats,Wakeboard/Wakesurf,GRP,7.2,2.59,0.74,1,440.0,324.0,216394.12,https://www.boat24.com/en/powerboats/tige/tige-z3/detail/537870/
16393,519611,Netherlands,USED BOAT,Regina 2,Regina,1978,sailingboats,Keelboat,Steel,9.0,2.7,1.2,1,,,4950,https://www.boat24.com/en/sailingboats/regina-2/detail/519611/
16394,536963,Denmark,USED BOAT,Sealine F37,Sealine,2002,powerboats,Flybridge,GRP,11.74,3.78,1.04,2,,,160250,https://www.boat24.com/en/powerboats/sealine-f37/detail/536963/
16395,491343,Italy,USED BOAT,Airon Marine 325,Airon,2010,powerboats,Cabin Cruiser,GRP,9.77,3.1,,2,220.0,162.0,99000,https://www.boat24.com/en/powerboats/airon-marine/airon-marine-325/detail/491343/
16397,495001,Italy,USED BOAT,Atlantis 47 HT,Atlantis,2010,powerboats,Hardtop,GRP,14.57,4.25,1.08,2,575.0,423.0,339500,https://www.boat24.com/en/powerboats/atlantis/atlantis-47-ht/detail/495001/
16398,473733,Croatia,USED BOAT,Viko Yachts S 35,Viko,2021,sailingboats,Sailing Yacht,GRP,11.0,3.75,1.95,1,30.0,22.0,110000,https://www.boat24.com/en/sailingboats/viko-yachts/viko-yachts-s-35/detail/473733/
16399,537912,Switzerland,NEW BOAT,Karnic SL 701,Karnic,2023,powerboats,Sport Boat,GRP,7.85,2.45,,1,250.0,184.0,90843.24,https://www.boat24.com/en/powerboats/karnic/karnic-sl-701/detail/537912/
16400,387199,Germany,NEW BOAT,Bombard Typhoon 310 Aero,Bombard,2022,inflatableboats,RIB,,3.1,1.62,,1,,,1589,https://www.boat24.com/en/inflatableboats/bombard/bombard-typhoon-310-aero/detail/387199/
16401,245911,,NEW BOAT,90 Ocean Enclosed,Sunseeker,2022,powerboats,Superyacht,,27.1,7.16,1.86,1,3800.0,,59750,https://www.boat24.com/en/catalog/powerboats/sunseeker/90-ocean-enclosed/2022/245911/
16402,463017,Germany,NEW BOAT,AKA Marine F59-C Hypalon,AKA,2023,inflatableboats,Foldable Inflatable Boat,,5.85,2.48,,1,,,18730,https://www.boat24.com/en/inflatableboats/aka-marine/aka-marine-f59-c-hypalon/detail/463017/
16403,541657,Italy,USED BOAT,Conam 46 Hard Top,Conam,2005,powerboats,Motor Yacht,GRP,14.0,4.4,1.1,2,575.0,423.0,170000,https://www.boat24.com/en/powerboats/conam/conam-46-hard-top/detail/541657/
16404,245477,,NEW BOAT,GT6,Elan,2023,sailingboats,Sailing Yacht,,15.2,4.49,2.45,1,,,33150.0,https://www.boat24.com/en/catalog/sailingboats/elan/gt6/2023/245477/
