,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
10408,510085,Netherlands,NEW BOAT,Excellent 1000 Touring,Excellent,2023,powerboats,Motor Yacht,GRP,10.2,3.25,0.7,1,110.0,81.0,290000,https://www.boat24.com/en/powerboats/excellent/excellent-1000-touring/detail/510085/
10409,532718,Netherlands,NEW BOAT,nan,nan,2023,inflatableboats,RIB,GRP,10.1,3.06,0.4,2,450.0,331.0,45000,https://www.boat24.com/en/inflatableboats/roughneck/roughneck-1010-cabin/detail/532718/
10410,537782,Switzerland,USED BOAT,Saver 24 Riviera,Saver,2006,powerboats,Cabin Cruiser,GRP,7.35,2.6,,1,260.0,191.0,51000.0,https://www.boat24.com/en/powerboats/saver/saver-24-riviera/detail/537782/
10411,536543,Switzerland,NEW BOAT,Beneteau Gran Turismo 45,Beneteau,2023,powerboats,Hardtop,GRP,14.78,4.2,,2,380.0,279.0,617328,https://www.boat24.com/en/powerboats/beneteau/beneteau-gran-turismo-45/detail/536543/
10412,503038,Austria,NEW BOAT,MasterCraft XT22 MODEL 2023,MasterCraft,2023,powerboats,Wakeboard/Wakesurf,GRP,6.8,2.59,0.74,1,365.0,268.0,77500,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-xt22-model-2023/detail/503038/
10413,544729,Turkey,USED BOAT,Azimut Atlantis 47 HT,Azimut,2008,powerboats,Hardtop,GRP,14.57,4.25,1.0,2,575.0,423.0,240000,https://www.boat24.com/en/powerboats/azimut/azimut-atlantis-47-ht/detail/544729/
10415,541057,Germany,NEW BOAT,Marex 375,Marex,2023,powerboats,Motor Yacht,,12.05,3.55,,2,320.0,235.0,610000,https://www.boat24.com/en/powerboats/marex/marex-375/detail/541057/
10416,528411,Germany,NEW BOAT,ZAR Formenti ZAR 47 Classic,ZAR,2023,inflatableboats,RIB,Hypalon,4.86,2.32,0.4,1,100.0,74.0,58100,https://www.boat24.com/en/inflatableboats/zar-formenti/zar-formenti-zar-47-classic/detail/528411/
10417,543106,Netherlands,USED BOAT,"Lemsteraak , www.BRU56.nl",Lemsteraak,1920,sailingboats,Flat Bottom Boat,Steel,11.2,4.3,2.0,1,80.0,59.0,83000,https://www.boat24.com/en/sailingboats/lemsteraak/lemsteraak-wwwbru56nl/detail/543106/
10418,544652,France,USED BOAT,Grand Marine G 650,Grand,2018,inflatableboats,RIB,Hypalon,6.5,2.65,0.3,1,150.0,110.0,36000,https://www.boat24.com/en/inflatableboats/grand-marine/grand-marine-g-650/detail/544652/
10419,511510,France,USED BOAT,Beneteau OCEANIS 393 Clipper,Beneteau,2003,sailingboats,Sailing Yacht,GRP,11.99,3.96,1.9,1,55.0,40.0,109000,https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-393-clipper/detail/511510/
10420,516844,Germany,USED BOAT,Sea Ray 190 SPX WBT,Sea,2021,powerboats,Bowrider,GRP,5.94,2.54,0.8,1,250.0,184.0,70000,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-spx-wbt/detail/516844/
10421,366131,Italy,NEW BOAT,SAVER 750 WA  2023,SAVER,2023,powerboats,Sport Boat,GRP,7.75,2.55,,1,225.0,165.0,81000,https://www.boat24.com/en/powerboats/saver/saver-750-wa-2023/detail/366131/
10423,529248,Spain,USED BOAT,Sunseeker Portofino 400,Sunseeker,1997,powerboats,Hardtop,,12.05,4.03,1.2,2,424.0,312.0,95000,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-portofino-400/detail/529248/
10424,532549,Germany,USED BOAT,Ocean 65 HT,Ocean,,powerboats,Motor Yacht,Aluminium,18.8,4.8,1.55,2,1972.0,1450.0,2400000,https://www.boat24.com/en/powerboats/ocean-65-ht/detail/532549/
10425,539520,Croatia,USED BOAT,nan,nan,2017,powerboats,Motor Yacht,,21.39,6.59,,2,1400.0,1030.0,1870000,https://www.boat24.com/en/powerboats/princess/princess-s65/detail/539520/
10426,539590,Italy,USED BOAT,Dalla Pieta DP 59 Fly,Dalla,2005,powerboats,Flybridge,,18.51,4.94,1.41,2,900.0,662.0,390000,https://www.boat24.com/en/powerboats/dalla-pieta/dalla-pieta-dp-59-fly/detail/539590/
10427,485835,Austria,NEW BOAT,Zodiac Medline 7.5,Zodiac,2023,inflatableboats,RIB,Hypalon,7.34,2.9,0.6,1,,,49990,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-medline-75/detail/485835/
10428,464422,France,USED BOAT,Sunseeker 40 Metre Yacht,Sunseeker,,powerboats,Superyacht,GRP,40.21,8.13,2.46,2,3180.0,2339.0,12995000,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-40-metre-yacht/detail/464422/
10429,524713,Denmark,USED BOAT,Yamarin 88 DC,Yamarin,2020,powerboats,Sport Boat,,0.08,0.02,,1,425.0,313.0,168350.0,https://www.boat24.com/en/powerboats/yamarin/yamarin-88-dc/detail/524713/
10430,537979,Finland,USED BOAT,Axopar 37 Sport Cabin,Axopar,2020,powerboats,Motor Yacht,,11.5,3.35,0.85,2,300.0,221.0,265000,https://www.boat24.com/en/powerboats/axopar/axopar-37-sport-cabin/detail/537979/
10431,533632,Croatia,USED BOAT,Dufour 56 Exclusive,Dufour,2018,sailingboats,Sailing Yacht,GRP,17.15,5.05,2.5,1,,,594000,https://www.boat24.com/en/sailingboats/dufour/dufour-56-exclusive/detail/533632/
10432,244996,,NEW BOAT,M-22,Monterey,2023,powerboats,Bowrider,,0.0,2.59,0.94,1,,,229000,https://www.boat24.com/en/catalog/powerboats/monterey/m-22/2023/244996/
10433,515998,Switzerland,USED BOAT,Zodiac Open 6.5,Zodiac,2020,inflatableboats,RIB,PVC,6.1,2.54,,1,175.0,129.0,62730.0,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-open-65/detail/515998/
10434,537555,Croatia,USED BOAT,Dufour 520 Grand Large,Dufour,2019,sailingboats,Sailing Yacht,,UNKNOWN,UNKNOWN,,1,75.0,55.0,325000,https://www.boat24.com/en/sailingboats/dufour/dufour-520-grand-large/detail/537555/
10435,409702,Netherlands,NEW BOAT,Zijlmans Eagle 1500 Elegance,Zijlmans,2023,powerboats,Trawler,Steel,15.0,4.5,1.35,1,,,950000,https://www.boat24.com/en/powerboats/zijlmans/zijlmans-eagle-1500-elegance/detail/409702/
10436,523238,Denmark,,Yamaha VX Cruiser HO,Yamaha,2023,smallboats,Personal Water Craft,,0.03,1.0,,1,180.0,132.0,21775.0,https://www.boat24.com/en/smallboats/yamaha/yamaha-vx-cruiser-ho/detail/523238/
10437,538786,Germany,USED BOAT,Skilso 975 Fly,Skilso,1996,powerboats,Flybridge,GRP,9.75,3.2,0.9,1,230.0,169.0,59990,https://www.boat24.com/en/powerboats/skilso/skilso-975-fly/detail/538786/
10438,525274,Sweden,USED BOAT,2014 Fleming 58,2014,2014,powerboats,Motor Yacht,GRP,19.9,5.33,1.52,2,800.0,588.0,2059000,https://www.boat24.com/en/powerboats/2014-fleming-58/detail/525274/
10439,455508,Germany,NEW BOAT,Bayliner VR4,Bayliner,2023,powerboats,Bowrider,GRP,5.74,2.29,,1,200.0,147.0,42920,https://www.boat24.com/en/powerboats/bayliner/bayliner-vr4/detail/455508/
10440,526502,Italy,USED BOAT,Tiara 3800 Open,Tiara,2005,powerboats,Motor Yacht,GRP,12.09,4.31,1.14,2,490.0,360.0,280000,https://www.boat24.com/en/powerboats/tiara/tiara-3800-open/detail/526502/
10441,478917,Switzerland,USED BOAT,Rawell D Rebell MK II,Rawell,1973,sailingboats,Classic Sailing Yacht,GRP,7.55,2.4,1.4,1,80.0,59.0,16320.0,https://www.boat24.com/en/sailingboats/rawell/rawell-d-rebell-mk-ii/detail/478917/
10442,452914,Spain,NEW BOAT,Nautor Swan ClubSwan 50,Nautor,2023,sailingboats,Regatta Boat,GRP,15.24,4.2,3.5,1,,,121500,https://www.boat24.com/en/sailingboats/nautor-swan-clubswan-50/detail/452914/
10443,525020,Spain,USED BOAT,Sea Ray Sundancer,Sea,2009,powerboats,Motor Yacht,GRP,13.0,4.0,0.9,2,350.0,257.0,195000,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-sundancer/detail/525020/
10445,528025,Sweden,USED BOAT,Dehler 38SQ,Dehler,2021,sailingboats,Cruising Yacht,GRP,12.07,3.75,2.03,1,28.0,21.0,280415.0,https://www.boat24.com/en/sailingboats/dehler/dehler-38sq/detail/528025/
10447,541137,Germany,USED BOAT,Bandholm 27,Bandholm,1979,sailingboats,Sailing Yacht,GRP,8.3,2.8,1.25,1,13.0,10.0,11800,https://www.boat24.com/en/sailingboats/bandholm/bandholm-27/detail/541137/
10448,492883,Switzerland,NEW BOAT,Ranieri Soverato 5.45,Ranieri,2022,powerboats,Bowrider,GRP,5.45,2.12,0.55,1,70.0,51.0,30498.0,https://www.boat24.com/en/powerboats/ranieri/ranieri-soverato-545/detail/492883/
10449,532183,Germany,NEW BOAT,Beneteau Antares 7 OB v2,Beneteau,2023,powerboats,Cabin Cruiser,GRP,7.48,2.53,0.8,1,150.0,110.0,87000,https://www.boat24.com/en/powerboats/beneteau/beneteau-antares-7-ob-v2/detail/532183/
10451,510570,France,USED BOAT,nan,nan,2017,powerboats,Sport Boat,,6.1,2.49,,1,200.0,147.0,71500,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-xt-20/detail/510570/
10452,487336,Croatia,USED BOAT,Numarine 26 XP - 2018,Numarine,2018,powerboats,Flybridge,GRP,23.95,6.6,2.12,2,800.0,588.0,3780000,https://www.boat24.com/en/powerboats/numarine/numarine-26-xp--2018/detail/487336/
10453,532252,Germany,NEW BOAT,Windy 27 Solano,Windy,2023,powerboats,Cabin Cruiser,GRP,8.24,2.6,0.9,1,,,159269,https://www.boat24.com/en/powerboats/windy/windy-27-solano/detail/532252/
10455,492462,Germany,USED BOAT,Ranieri SHARK 19,Ranieri,2006,powerboats,Sport Boat,GRP,5.45,2.12,0.8,1,115.0,85.0,19300,https://www.boat24.com/en/powerboats/ranieri/ranieri-shark-19/detail/492462/
10456,523249,Denmark,,Fjordjollen 710 Classic,Fjordjollen,2022,powerboats,Sloep,,UNKNOWN,UNKNOWN,,1,15.0,11.0,32370.0,https://www.boat24.com/en/powerboats/fjordjollen-710-classic/detail/523249/
10457,542087,Croatia,USED BOAT,Azimut 58 FLY,Azimut,1998,powerboats,Motor Yacht,GRP,17.7,4.85,1.37,2,755.0,555.0,230000,https://www.boat24.com/en/powerboats/azimut/azimut-58-fly/detail/542087/
10458,541251,Slovenia,NEW BOAT,Fiart Mare 35 SW,Fiart,2023,powerboats,Center Console,,11.7,3.8,,2,300.0,221.0,445000,https://www.boat24.com/en/powerboats/fiart-mare/fiart-mare-35-sw/detail/541251/
10459,527870,Netherlands,USED BOAT,Verhoef Kruiser 9.50 AK,Verhoef,1973,powerboats,Cabin Cruiser,Steel,9.5,2.4,1.0,1,70.0,51.0,16950,https://www.boat24.com/en/powerboats/verhoef-kruiser-950-ak/detail/527870/
10460,461894,Italy,USED BOAT,Beneteau Monte Carlo 47,Beneteau,2011,powerboats,Hardtop,GRP,14.22,4.37,0.85,2,435.0,320.0,295000,https://www.boat24.com/en/powerboats/beneteau/beneteau-monte-carlo-47/detail/461894/
10461,212483,Germany,NEW BOAT,Viko s21,Viko,2023,sailingboats,Keelboat,GRP,6.5,2.5,1.2,1,,,22990,https://www.boat24.com/en/sailingboats/viko/viko-s21/detail/212483/
10462,545463,Denmark,USED BOAT,Sirena Yachts Pedick 40 DS,Sirena,1996,sailingboats,Deck Saloon,GRP,12.19,3.86,1.9,1,50.0,37.0,68000.0,https://www.boat24.com/en/sailingboats/sirena-yachts/sirena-yachts-pedick-40-ds/detail/545463/
10463,416782,Switzerland,NEW BOAT,Jeanneau Merry Fisher 695 Marlin S2,Jeanneau,2020,powerboats,Fishing Boat,GRP,7.45,2.54,0.48,1,,,66600,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-695-marlin-s2/detail/416782/
10464,534254,Spain,USED BOAT,Sasga Yachts 42,Sasga,2016,powerboats,Motor Yacht,GRP,11.98,4.0,1.1,2,296.0,218.0,495000,https://www.boat24.com/en/powerboats/sasga-yachts/sasga-yachts-42/detail/534254/
10465,490560,Switzerland,NEW BOAT,AMT 230 DC,AMT,2022,powerboats,Sport Boat,GRP,6.9,2.6,,1,250.0,184.0,101337.0,https://www.boat24.com/en/powerboats/amt/amt-230-dc/detail/490560/
10466,333191,Italy,USED BOAT,Catarsi Navetta 85,Catarsi,2002,powerboats,Motor Yacht,,22.5,6.3,2.1,2,320.0,235.0,980000,https://www.boat24.com/en/powerboats/catarsi/catarsi-navetta-85/detail/333191/
10467,501992,Switzerland,NEW BOAT,Zodiac Cadet 270 Roll Up,Zodiac,2023,inflatableboats,Foldable Inflatable Boat,,2.7,1.53,,1,,,1417.8,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-cadet-270-roll-up/detail/501992/
10469,531592,Croatia,USED BOAT,nan,nan,1991,sailingboats,Sailing Yacht,Wood,13.8,4.0,1.8,1,130.0,96.0,70000,https://www.boat24.com/en/sailingboats/pula-custom-built/detail/531592/
10470,518782,Italy,USED BOAT,Apreamare Smeraldo 9 Cabin,Apreamare,1997,powerboats,Cabin Cruiser,GRP,9.1,3.27,1.1,2,220.0,162.0,95000,https://www.boat24.com/en/powerboats/apreamare/apreamare-smeraldo-9-cabin/detail/518782/
10471,542429,Spain,USED BOAT,Jeanneau 40 DS,Jeanneau,2003,sailingboats,Sailing Yacht,GRP,12.2,3.95,,1,59.0,43.0,95000,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-40-ds/detail/542429/
10472,512452,Netherlands,USED BOAT,Blauwasseryacht Kalb 55,Blauwasseryacht,2001,sailingboats,Sailing Yacht,Wood,16.5,4.5,2.3,1,85.0,63.0,249900,https://www.boat24.com/en/sailingboats/blauwasseryacht-kalb-55/detail/512452/
10473,532826,Germany,NEW BOAT,Sea Ray 250 SDXE,Sea,2023,powerboats,Bowrider,GRP,7.67,2.55,1.02,1,350.0,257.0,142480,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-250-sdxe/detail/532826/
10474,504448,Switzerland,NEW BOAT,Ryck 280,Ryck,2022,powerboats,Cabin Cruiser,GRP,9.51,2.81,0.91,1,350.0,257.0,187921.74,https://www.boat24.com/en/powerboats/ryck/ryck-280/detail/504448/
10475,487805,Croatia,USED BOAT,Ferretti 46,Ferretti,2000,powerboats,Flybridge,GRP,14.1,4.6,1.25,2,480.0,353.0,275000,https://www.boat24.com/en/powerboats/ferretti/ferretti-46/detail/487805/
10476,526103,Poland,NEW BOAT,Floodule Flohotel,Floodule,2018,powerboats,Floating House,GRP,11.99,7.55,0.32,1,,,397000,https://www.boat24.com/en/powerboats/floodule-flohotel/detail/526103/
10477,536685,Denmark,USED BOAT,Grand Banks 42 Classic,Grand,1993,powerboats,Trawler,GRP,13.18,4.29,1.3,2,210.0,154.0,191750.0,https://www.boat24.com/en/powerboats/grand-banks/grand-banks-42-classic/detail/536685/
10478,431165,Netherlands,USED BOAT,VSP Voith Schneider Tractor Tug,VSP,1976,powerboats,Utility Boat,Steel,34.3,9.2,4.6,1,20.0,15.0,700000,https://www.boat24.com/en/powerboats/vsp-voith-schneider-tractor-tug/detail/431165/
10480,538906,Switzerland,USED BOAT,nan,nan,1983,powerboats,Classic Power Boat,GRP,4.8,2.8,,1,80.0,59.0,7038.0,https://www.boat24.com/en/powerboats/navimor/navimor-kormoran/detail/538906/
10481,531359,Germany,NEW BOAT,Axopar 22 T-Top,Axopar,2022,powerboats,Sport Boat,GRP,7.2,2.23,0.8,1,200.0,147.0,98000,https://www.boat24.com/en/powerboats/axopar/axopar-22-t-top/detail/531359/
10482,88253,Germany,NEW BOAT,Galeon 410 HTS,Galeon,2023,powerboats,Motor Yacht,GRP,12.5,4.0,1.3,2,640.0,471.0,990000,https://www.boat24.com/en/powerboats/galeon/galeon-410-hts/detail/88253/
10483,101767,Netherlands,NEW BOAT,"Stingray Marine Searider 5,6 m nieuw",Stingray,2016,inflatableboats,RIB,Hypalon,5.6,2.4,,1,,,442680,https://www.boat24.com/en/inflatableboats/stingray-marine/stingray-marine-searider-56-m-nieuw/detail/101767/
10484,509181,Switzerland,USED BOAT,Need Yacht Need 32',Need,2014,powerboats,Motor Yacht,GRP,9.98,2.99,0.53,2,225.0,165.0,147900.0,https://www.boat24.com/en/powerboats/need-yacht/need-yacht-need-32/detail/509181/
10485,544124,France,USED BOAT,Jeanneau Cap Camarat 10.50 WA,Jeanneau,2019,powerboats,Center Console,,9.36,3.21,,2,300.0,221.0,183000,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-cap-camarat-1050-wa/detail/544124/
10486,336894,Switzerland,NEW BOAT,Linder Arkip 530,Linder,2023,powerboats,Sport Boat,Aluminium,5.3,2.2,,1,100.0,74.0,38454.0,https://www.boat24.com/en/powerboats/linder/linder-arkip-530/detail/336894/
10487,520139,Germany,NEW BOAT,GALA Viking V580,GALA,2023,inflatableboats,RIB,Aluminium,5.8,2.5,0.6,1,,,31275,https://www.boat24.com/en/inflatableboats/gala/gala-viking-v580/detail/520139/
10488,492592,Italy,USED BOAT,Cantieri Navali del Golfo G38 Fisherman,Cantieri,1995,powerboats,Fishing Boat,,9.5,3.7,0.9,2,300.0,221.0,79000,https://www.boat24.com/en/powerboats/cantieri-navali-del-golfo/cantieri-navali-del-golfo-g38-fisherman/detail/492592/
10489,514912,Spain,NEW BOAT,Boston Whaler 280 Dauntless,Boston,2023,powerboats,Center Console,GRP,8.74,2.74,0.46,2,225.0,165.0,338044,https://www.boat24.com/en/powerboats/boston-whaler/boston-whaler-280-dauntless/detail/514912/
10490,501472,United,USED BOAT,Hinckley Bermuda 40,Hinckley,1961,sailingboats,Sailing Yacht,GRP,12.42,3.58,2.67,1,55.0,40.0,119000,https://www.boat24.com/en/sailingboats/hinckley/hinckley-bermuda-40/detail/501472/
10491,515814,France,NEW BOAT,Jeanneau CAP CAMARAT 9.0 CC,Jeanneau,2023,powerboats,Center Console,PVC,9.12,2.98,0.65,2,250.0,184.0,196400,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-cap-camarat-90-cc/detail/515814/
10492,230808,,NEW BOAT,Eden 18 Evoluzione,Marinello,2022,powerboats,Deck Boat,GRP,5.3,2.3,,1,,115.0,116260,https://www.boat24.com/en/catalog/powerboats/marinello/eden-18-evoluzione/2022/230808/
10493,540079,Germany,NEW BOAT,Jeanneau Cap Camarat 10.5 WA,Jeanneau,2023,powerboats,Sport Boat,GRP,9.95,3.25,,2,300.0,221.0,299000,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-cap-camarat-105-wa/detail/540079/
10494,383671,Germany,,BlueCraft BlueWing 550 SLX,BlueCraft,2022,powerboats,Pontoon Boat,Aluminium,5.4,2.55,,1,,,23900,https://www.boat24.com/en/powerboats/bluecraft/bluecraft-bluewing-550-slx/detail/383671/
10495,457142,Switzerland,NEW BOAT,Capelli Tempest 560 Work,Capelli,2023,inflatableboats,RIB,,5.6,2.59,,1,,,16717.8,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-560-work/detail/457142/
10497,520748,Germany,USED BOAT,Dehler 38SQ,Dehler,2021,sailingboats,Sailing Yacht,GRP,11.3,3.75,1.6,1,29.0,21.0,241000,https://www.boat24.com/en/sailingboats/dehler/dehler-38sq/detail/520748/
10498,477608,Italy,USED BOAT,nan,nan,2000,powerboats,Classic Power Boat,Wood,8.0,3.0,,1,130.0,96.0,230418.0,https://www.boat24.com/en/powerboats/marinello/marinello-barca-in-legno-restaurata-completamente/detail/477608/
10499,536172,Germany,USED BOAT,Nimbus 26/Bjorn Olsen,Nimbus,1972,sailingboats,Sailing Yacht,GRP,8.0,2.2,1.6,1,50.0,37.0,7900,https://www.boat24.com/en/sailingboats/nimbus/nimbus-26bjoern-olsen/detail/536172/
10500,515331,Germany,USED BOAT,Fisksatra Varv Swede 55,Fisksatra,1979,sailingboats,Sailing Yacht,GRP,16.0,3.0,2.1,1,35.0,26.0,119000,https://www.boat24.com/en/sailingboats/fisksaetra-varv/fisksaetra-varv-swede-55/detail/515331/
10501,533169,Italy,USED BOAT,Fiart Mare ASTER 31,Fiart,1982,powerboats,Sport Boat,GRP,9.4,3.14,,2,175.0,129.0,25000,https://www.boat24.com/en/powerboats/fiart-mare/fiart-mare-aster-31/detail/533169/
10502,491866,Germany,USED BOAT,Axopar 28 Cabin,Axopar,2020,powerboats,Sport Boat,GRP,9.4,2.95,0.8,1,300.0,221.0,135000,https://www.boat24.com/en/powerboats/axopar/axopar-28-cabin/detail/491866/
10503,543631,France,USED BOAT,Classic LONG KEEL CRUISER,Classic,1950,sailingboats,Classic Sailing Yacht,Steel,9.6,2.7,1.4,1,56.0,,16000,https://www.boat24.com/en/sailingboats/classic/classic-long-keel-cruiser/detail/543631/
10504,527735,Netherlands,USED BOAT,Stevens Nautical Columbus 1070 AK,Stevens,1989,powerboats,Motor Yacht,Steel,11.0,3.6,1.0,1,,,98000,https://www.boat24.com/en/powerboats/stevens-nautical/stevens-nautical-columbus-1070-ak/detail/527735/
10505,525202,Germany,USED BOAT,Bayliner E 6,Bayliner,2020,powerboats,Bowrider,GRP,6.01,2.2,0.3,1,15.0,11.0,24500,https://www.boat24.com/en/powerboats/bayliner/bayliner-e-6/detail/525202/
10506,244688,,NEW BOAT,50 AC Premier,Pikmeerkruiser,2023,powerboats,Trawler,,UNKNOWN,UNKNOWN,,1,,,210000,https://www.boat24.com/en/catalog/powerboats/pikmeerkruiser/50-ac-premier/2023/244688/
10507,513412,Croatia,USED BOAT,nan,nan,2003,powerboats,Flybridge,GRP,11.9,4.1,1.1,2,424.0,312.0,195000,https://www.boat24.com/en/powerboats/rodman/rodman-44-fly/detail/513412/
10508,500167,Germany,NEW BOAT,"Futuro ZX 20, Motor auf Anfrage",Futuro,2023,powerboats,Bowrider,Aluminium,5.5,2.0,0.2,1,,,49900,https://www.boat24.com/en/powerboats/futuro/futuro-zx-20-motor-auf-anfrage/detail/500167/
10510,10194,,NEW BOAT,Atlantic 42,Atlantic Yachts,2023,sailingboats,Sailing Yacht,,13.62,4.3,1.3,1,,,3978.0,https://www.boat24.com/en/catalog/sailingboats/atlantic-yachts/atlantic-42/2023/10194/
10512,486041,Austria,NEW BOAT,Zodiac Open 5.5 Gulfstream Sondermodell,Zodiac,2022,inflatableboats,RIB,,5.4,0.54,0.5,1,,,32700,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-open-55-gulfstream-sondermodell/detail/486041/
10513,525962,Denmark,,YAM 240Air,YAM,2023,inflatableboats,Foldable Inflatable Boat,,UNKNOWN,UNKNOWN,,1,,,1040.0,https://www.boat24.com/en/inflatableboats/yam-240air/detail/525962/
10514,533432,Italy,NEW BOAT,GALA A450HL,GALA,2023,inflatableboats,RIB,Hypalon,4.5,2.15,,1,,,15750,https://www.boat24.com/en/inflatableboats/gala/gala-a450hl/detail/533432/
10515,530517,Croatia,USED BOAT,Bavaria Cruiser 51,Bavaria,2017,sailingboats,Sailing Yacht,,15.54,4.67,,1,75.0,55.0,240000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-51/detail/530517/
10516,245164,,NEW BOAT,Eclipse E255,Crownline,2022,powerboats,Bowrider,,7.7,2.59,0.94,1,,,1950000,https://www.boat24.com/en/catalog/powerboats/crownline/eclipse-e255/2022/245164/
10517,488760,Italy,NEW BOAT,Riva 33 Aquariva Super,Riva,2008,powerboats,Motor Yacht,GRP,0.0,2.8,0.8,2,283.0,208.0,430000,https://www.boat24.com/en/powerboats/riva/riva-33-aquariva-super/detail/488760/
10518,522973,Netherlands,USED BOAT,Ex Beurtvaarder 21.00,Ex,1968,powerboats,Houseboat,Steel,21.0,3.0,0.6,1,,,39500,https://www.boat24.com/en/powerboats/ex-beurtvaarder-2100/detail/522973/
10519,535812,Netherlands,USED BOAT,Grand Banks 42 Classic,Grand,1979,powerboats,Trawler,GRP,12.75,4.15,1.27,2,120.0,88.0,125000,https://www.boat24.com/en/powerboats/grand-banks/grand-banks-42-classic/detail/535812/
10520,542223,Denmark,USED BOAT,Marieholm MS20AC,Marieholm,1975,sailingboats,Keelboat,GRP,6.0,2.25,1.2,1,10.0,7.0,5000,https://www.boat24.com/en/sailingboats/marieholm/marieholm-ms20ac/detail/542223/
10521,544084,Germany,USED BOAT,MasterCraft PROSTAR 190 25 YEARS EDITION,MasterCraft,1993,powerboats,Wakeboard/Wakesurf,GRP,5.9,2.34,0.55,1,285.0,210.0,15900,https://www.boat24.com/en/powerboats/mastercraft/mastercraft-prostar-190-25-years-edition/detail/544084/
10522,510875,Spain,USED BOAT,Frauscher 1414 Demon Air,Frauscher,2022,powerboats,Motor Yacht,GRP,13.91,3.9,1.1,2,440.0,324.0,1330000,https://www.boat24.com/en/powerboats/frauscher/frauscher-1414-demon-air/detail/510875/
10523,539686,Italy,USED BOAT,Sessa OYSTER 27,Sessa,2002,powerboats,Sport Boat,GRP,7.47,2.82,0.7,2,190.0,140.0,35000,https://www.boat24.com/en/powerboats/sessa/sessa-oyster-27/detail/539686/
10526,522536,Croatia,USED BOAT,nan,nan,1992,powerboats,Motor Yacht,,UNKNOWN,UNKNOWN,,2,320.0,235.0,139000,https://www.boat24.com/en/powerboats/mochi-craft/mochi-craft-40/detail/522536/
10528,545185,Germany,USED BOAT,Faurby 424,Faurby,2000,sailingboats,Sailing Yacht,GRP,12.62,3.4,2.0,1,40.0,29.0,179900,https://www.boat24.com/en/sailingboats/faurby/faurby-424/detail/545185/
10529,245431,,NEW BOAT,Targa 45 Open,Fairline,2022,powerboats,Hardtop,,14.2,4.32,1.17,1,,,245000,https://www.boat24.com/en/catalog/powerboats/fairline/targa-45-open/2022/245431/
10530,515716,,,nan,nan,,sailingboats,UNKNOWN,,UNKNOWN,UNKNOWN,,1,,,4054199.9999999995,https://www.boat24.com/en/sailingboats/nordship/nordship-380-ds/detail/515716/
10531,530178,Germany,NEW BOAT,Finnmaster Pilot 8,Finnmaster,2023,powerboats,Cabin Cruiser,GRP,8.4,3.0,0.55,1,,,149369,https://www.boat24.com/en/powerboats/finnmaster/finnmaster-pilot-8/detail/530178/
10532,544471,Denmark,NEW BOAT,Casanova Retro,Casanova,2023,powerboats,Classic Power Boat,,5.3,1.85,,1,20.0,15.0,25610.0,https://www.boat24.com/en/powerboats/casanova/casanova-retro/detail/544471/
10533,544345,Germany,USED BOAT,Bavaria 31 CR 2009,Bavaria,2009,sailingboats,Sailing Yacht,GRP,9.79,3.38,1.87,1,30.0,22.0,63500,https://www.boat24.com/en/sailingboats/bavaria/bavaria-31-cr-2009/detail/544345/
10534,522863,Slovenia,NEW BOAT,"Galeon 560 Fly, NEW BOAT",Galeon,2023,powerboats,Flybridge,,17.82,4.82,1.05,2,725.0,533.0,1140900,https://www.boat24.com/en/powerboats/galeon/galeon-560-fly-new-boat/detail/522863/
10535,542627,Netherlands,USED BOAT,Markruiser Type 800,Markruiser,1975,powerboats,Motor Yacht,Steel,8.0,2.7,0.7,1,33.0,24.0,9995,https://www.boat24.com/en/powerboats/markruiser-type-800/detail/542627/
10537,540813,Germany,USED BOAT,Sirius 26,Sirius,1984,sailingboats,Classic Sailing Yacht,GRP,7.9,2.75,1.65,1,14.0,10.0,27000,https://www.boat24.com/en/sailingboats/sirius/sirius-26/detail/540813/
10538,244724,,NEW BOAT,S40 COUPE,Bavaria,2022,powerboats,Hardtop,,12.21,3.99,1.44,1,,,44999,https://www.boat24.com/en/catalog/powerboats/bavaria/s40-coupe/2022/244724/
