,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
19911,541334,Netherlands,USED BOAT,Gouwzee Pieter Beeldsnijder,Gouwzee,1980,sailingboats,Motorsailer,Steel,11.5,3.5,1.4,1,68.0,50.0,39850.0,https://www.boat24.com/en/sailingboats/gouwzee/gouwzee-pieter-beeldsnijder/detail/541334/
19913,543194,Netherlands,USED BOAT,Dufour 425 Grand Large,Dufour,2007,sailingboats,Sailing Yacht,GRP,12.9,4.16,2.1,1,55.0,40.0,139000.0,https://www.boat24.com/en/sailingboats/dufour/dufour-425-grand-large/detail/543194/
19921,506892,Switzerland,USED BOAT,Sunseeker THUNDERHAWK 43,Sunseeker,1990,powerboats,Offshore Boat,GRP,13.41,3.35,1.2,2,416.0,306.0,90627.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-thunderhawk-43/detail/506892/
19922,535375,Italy,USED BOAT,Hallberg-Rassy 41' Ketch,Hallberg-Rassy,1978,sailingboats,Center Cockpit,GRP,12.5,3.6,1.82,1,75.0,55.0,65000.0,https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-41-ketch/detail/535375/
19923,539655,Sweden,USED BOAT,Dufour 32 Classic,Dufour,2000,sailingboats,Sailing Yacht,GRP,9.83,3.28,1.7,1,19.0,14.0,41650.0,https://www.boat24.com/en/sailingboats/dufour/dufour-32-classic/detail/539655/
19926,526542,Denmark,USED BOAT,Scand 29 Baltic Scand 29 Baltic - Volvo,Scand,1984,powerboats,Motor Yacht,GRP,9.68,3.28,0.9,1,224.0,165.0,38350.0,https://www.boat24.com/en/powerboats/scand-29-baltic-scand-29-baltic--volvo/detail/526542/
19929,527040,Italy,USED BOAT,Overmarine Mangusta 72,Overmarine,1999,powerboats,Hardtop,GRP,21.98,5.6,1.3,2,1300.0,956.0,420000.0,https://www.boat24.com/en/powerboats/overmarine/overmarine-mangusta-72/detail/527040/
19931,532355,Germany,USED BOAT,Cruising Home Traveller 1500XL SRF,Cruising,2017,powerboats,Houseboat,Steel,15.0,5.5,1.2,1,200.0,147.0,490000.0,https://www.boat24.com/en/powerboats/cruising-home-traveller-1500xl-srf/detail/532355/
19935,536386,Switzerland,USED BOAT,Fritzmeier Trias,Fritzmeier,1980,sailingboats,Daysailer,GRP,9.2,2.12,1.35,1,25.0,18.0,6630.0,https://www.boat24.com/en/sailingboats/fritzmeier/fritzmeier-trias/detail/536386/
19938,520152,Netherlands,USED BOAT,Cranchi 33 Endurance,Cranchi,2003,powerboats,Motor Yacht,PVC,10.5,3.0,0.96,2,570.0,419.0,64900.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-33-endurance/detail/520152/
19941,537679,Austria,USED BOAT,Invader V 177,Invader,1988,powerboats,Sport Boat,GRP,5.6,2.0,0.8,1,130.0,96.0,7500.0,https://www.boat24.com/en/powerboats/invader/invader-v-177/detail/537679/
19942,503817,France,USED BOAT,Terranova T85,Terranova,2020,powerboats,Flybridge,GRP,26.1,7.15,1.8,2,730.0,537.0,4950000.0,https://www.boat24.com/en/powerboats/terranova/terranova-t85/detail/503817/
19943,500981,Germany,USED BOAT,Scand Nordic 27,Scand,1987,powerboats,Cabin Cruiser,GRP,9.12,3.06,0.9,1,200.0,147.0,27500.0,https://www.boat24.com/en/powerboats/scand/scand-nordic-27/detail/500981/
19948,513039,Spain,USED BOAT,Fairline Targa 48 Open,Fairline,2013,powerboats,Motor Yacht,GRP,15.46,4.32,1.16,2,435.0,320.0,610000.0,https://www.boat24.com/en/powerboats/fairline/fairline-targa-48-open/detail/513039/
19950,534938,Netherlands,USED BOAT,Brandini 36,Brandini,2006,powerboats,Motor Yacht,Aluminium,10.85,3.85,1.0,1,315.0,232.0,245000.0,https://www.boat24.com/en/powerboats/brandini-36/detail/534938/
19952,542595,Germany,USED BOAT,Sea Ray 190 Sport,Sea,2020,powerboats,Sport Boat,GRP,5.99,2.21,0.86,1,204.0,150.0,45900.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-sport/detail/542595/
19954,500271,Germany,USED BOAT,Jans 600 Bowrider,Jans,2018,powerboats,Bowrider,Aluminium,6.0,2.3,0.9,1,150.0,110.0,49000.0,https://www.boat24.com/en/powerboats/jans/jans-600-bowrider/detail/500271/
19956,539800,Spain,USED BOAT,IMX70,IMX70,2005,sailingboats,Sailing Yacht,Carbon Fiber,21.4,5.18,4.1,1,160.0,118.0,1506840.0,https://www.boat24.com/en/sailingboats/imx70/detail/539800/
19963,543762,Spain,USED BOAT,Fountaine Pajot Astrea 42,Fountaine,2019,sailingboats,Catamaran,GRP,12.58,4.7,1.25,2,43.0,32.0,575000.0,https://www.boat24.com/en/sailingboats/fountaine-pajot/fountaine-pajot-astrea-42/detail/543762/
19967,523630,Germany,USED BOAT,Balt Yacht 818 Titanium,Balt,2021,powerboats,Cabin Cruiser,GRP,8.5,2.7,0.4,1,80.0,59.0,79800.0,https://www.boat24.com/en/powerboats/balt-yacht/balt-yacht-818-titanium/detail/523630/
19972,526989,Sweden,USED BOAT,Windy SR44 Blackhawk,Windy,2020,powerboats,Deck Boat,GRP,13.33,3.96,1.1,2,480.0,353.0,849575.0000000001,https://www.boat24.com/en/powerboats/windy/windy-sr44-blackhawk/detail/526989/
19974,512991,Germany,USED BOAT,Quicksilver 805 Cruiser,Quicksilver,2017,powerboats,Sport Boat,GRP,7.88,2.55,0.6,1,225.0,165.0,89900.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-805-cruiser/detail/512991/
19977,531020,Germany,USED BOAT,Hatecke Hornet 32,Hatecke,1979,sailingboats,Classic Sailing Yacht,GRP,9.72,3.14,1.75,1,22.0,16.0,24000.0,https://www.boat24.com/en/sailingboats/hatecke/hatecke-hornet-32/detail/531020/
19980,538101,Italy,USED BOAT,nan,nan,1999,sailingboats,Sailing Yacht,GRP,9.85,3.23,1.45,1,19.0,14.0,56000.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-311-clipper/detail/538101/
19981,513735,Netherlands,USED BOAT,Luro Enkhuizen Half Tonner,Luro,1977,sailingboats,Keelboat,Wood,9.0,3.5,1.75,1,16.0,12.0,4995.0,https://www.boat24.com/en/sailingboats/luro-enkhuizen-half-tonner/detail/513735/
19984,474526,Netherlands,USED BOAT,Groninger Boltjalk 21.61,Groninger,1920,powerboats,Houseboat,Steel,21.61,3.9,0.7,1,135.0,99.0,98500.0,https://www.boat24.com/en/powerboats/groninger-boltjalk-2161/detail/474526/
19989,535396,Netherlands,USED BOAT,Elling E3 Ultimate,Elling,1999,powerboats,Motor Yacht,GRP,13.2,4.25,1.25,1,450.0,331.0,239000.0,https://www.boat24.com/en/powerboats/elling/elling-e3-ultimate/detail/535396/
19990,538763,Germany,USED BOAT,LM Boats Mermaid 315,LM,1984,sailingboats,Sailing Yacht,GRP,9.55,3.05,1.5,1,24.0,18.0,32500.0,https://www.boat24.com/en/sailingboats/lm-boats/lm-boats-mermaid-315/detail/538763/
19992,545307,Germany,USED BOAT,Sunhunter HTR Aluminium Explorator,Sunhunter,2014,powerboats,Houseboat,Aluminium,12.0,4.0,0.6,2,40.0,29.0,127500.0,https://www.boat24.com/en/powerboats/sunhunter/sunhunter-htr-aluminium-explorator/detail/545307/
19994,489034,Netherlands,USED BOAT,North-Line Yachts 42 Express,North-Line,2011,powerboats,Motor Yacht,GRP,13.8,4.1,1.13,2,435.0,320.0,549000.0,https://www.boat24.com/en/powerboats/north-line-yachts/north-line-yachts-42-express/detail/489034/
19995,540036,Netherlands,USED BOAT,IP 24,IP,1985,sailingboats,Classic Sailing Yacht,GRP,7.4,2.9,0.95,1,20.0,15.0,14950.0,https://www.boat24.com/en/sailingboats/ip-24/detail/540036/
20003,508412,Netherlands,USED BOAT,Bekebrede Logger 1800,Bekebrede,2006,sailingboats,Motorsailer,Steel,18.0,4.85,2.95,1,121.0,89.0,439000.0,https://www.boat24.com/en/sailingboats/bekebrede-logger-1800/detail/508412/
20004,535536,Switzerland,NEW BOAT,Flipper 700 Day Cruiser,Flipper,2023,powerboats,Sport Boat,GRP,7.13,2.48,0.7,1,225.0,165.0,104427.6,https://www.boat24.com/en/powerboats/flipper/flipper-700-day-cruiser/detail/535536/
20009,543421,Germany,USED BOAT,Quicksilver Activ 595 Cruiser Mercury F 150,Quicksilver,2019,powerboats,Deck Boat,GRP,5.73,2.29,0.43,1,150.0,110.0,42640.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-595-cruiser-mercury-f-150/detail/543421/
20013,510532,Portugal,USED BOAT,Clipper Ketch,Clipper,1910,sailingboats,Ketch,Steel,29.0,5.2,1.1,1,120.0,88.0,275000.0,https://www.boat24.com/en/sailingboats/clipper/clipper-ketch/detail/510532/
20014,543985,France,NEW BOAT,Beneteau GRAN TURISMO GT 36 Hardtop,Beneteau,2023,powerboats,Hardtop,GRP,12.37,3.51,1.15,2,300.0,221.0,359000.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-gran-turismo-gt-36-hardtop/detail/543985/
20016,495241,Germany,USED BOAT,Bavaria New Sport 360 Open,Bavaria,2015,powerboats,Motor Yacht,GRP,11.66,3.59,1.17,2,260.0,191.0,185000.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-new-sport-360-open/detail/495241/
20018,530807,Croatia,NEW BOAT,Invictus GT 320,Invictus,2023,powerboats,Cabin Cruiser,GRP,9.95,3.03,0.6,2,350.0,257.0,382000.0,https://www.boat24.com/en/powerboats/invictus/invictus-gt-320/detail/530807/
20020,496630,Netherlands,USED BOAT,Nimbus 365 Coupe,Nimbus,2020,powerboats,Motor Yacht,GRP,11.56,3.5,1.14,1,440.0,324.0,495000.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-365-coupe/detail/496630/
20023,496569,Germany,NEW BOAT,nan,nan,2022,powerboats,Sloep,GRP,6.0,2.35,0.4,1,27.0,20.0,39990.0,https://www.boat24.com/en/powerboats/primeur/primeur-600-diesel/detail/496569/
20024,531943,Switzerland,USED BOAT,Chris Craft 260 Express Cruiser,Chris,1998,powerboats,Sport Boat,GRP,7.9,2.59,0.9,1,310.0,228.0,37740.0,https://www.boat24.com/en/powerboats/chris-craft/chris-craft-260-express-cruiser/detail/531943/
20025,542517,Netherlands,USED BOAT,ReLine 47 SLX,ReLine,2005,powerboats,Motor Yacht,Steel,14.35,4.1,1.2,1,192.0,141.0,265500.0,https://www.boat24.com/en/powerboats/reline/reline-47-slx/detail/542517/
20027,501272,Germany,USED BOAT,LM 81 in Flensburg,LM,1984,sailingboats,Sailing Yacht,GRP,8.1,2.95,1.25,1,18.0,13.0,9900.0,https://www.boat24.com/en/sailingboats/lm/lm-81-in-flensburg/detail/501272/
20030,542577,Germany,USED BOAT,EWA Supersport,EWA,1966,powerboats,Runabout,Wood,6.0,2.25,0.6,1,180.0,132.0,12999.0,https://www.boat24.com/en/powerboats/ewa/ewa-supersport/detail/542577/
20031,223957,Switzerland,USED BOAT,Luthi Paladin Z2,Luthi,1972,sailingboats,Classic Sailing Yacht,Wood,10.5,2.5,1.6,1,15.0,11.0,53040.0,https://www.boat24.com/en/sailingboats/luthi/luthi-paladin-z2/detail/223957/
20036,504814,Croatia,NEW BOAT,Fjord 41 XL,Fjord,2023,powerboats,Motor Yacht,GRP,13.79,3.99,1.17,2,441.0,324.0,721103.0,https://www.boat24.com/en/powerboats/fjord/fjord-41-xl/detail/504814/
20037,427010,Turkey,USED BOAT,Custom Build Gulet / Aynakic,Custom,1990,sailingboats,Gulet,Wood,24.38,6.1,2.03,2,280.0,206.0,650000.0,https://www.boat24.com/en/sailingboats/custom-build-gulet-aynakic/detail/427010/
20038,337469,Switzerland,USED BOAT,Riva 38 bravo,Riva,1980,powerboats,Cabin Cruiser,GRP,12.0,4.0,0.6,2,380.0,279.0,81600.0,https://www.boat24.com/en/powerboats/riva/riva-38-bravo/detail/337469/
20041,535654,France,USED BOAT,Jeanneau Leader 33 Seavision Electric Hardtop,Jeanneau,2021,powerboats,Cabin Cruiser,GRP,10.56,3.32,0.96,2,220.0,162.0,278000.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-leader-33-seavision-electric-hardtop/detail/535654/
20042,538633,Germany,USED BOAT,Sasanka VIVA 700,Sasanka,2007,sailingboats,Cruising Dinghy,GRP,7.3,2.5,1.4,1,99.0,73.0,24990.0,https://www.boat24.com/en/sailingboats/sasanka/sasanka-viva-700/detail/538633/
20044,540021,Germany,USED BOAT,Linssen Grand Sturdy 430 AC,Linssen,2001,powerboats,Motor Yacht,Steel,13.2,4.35,1.35,1,170.0,125.0,220000.0,https://www.boat24.com/en/powerboats/linssen/linssen-grand-sturdy-430-ac/detail/540021/
20046,517891,Germany,NEW BOAT,Sea Ray 230 SSE,Sea,2023,powerboats,Bowrider,GRP,7.15,2.54,0.98,1,250.0,184.0,106470.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-230-sse/detail/517891/
20047,532019,Switzerland,USED BOAT,Luthi 36 pieds,Luthi,1991,sailingboats,Classic Sailing Yacht,Wood,11.0,3.4,1.8,1,26.0,19.0,130560.0,https://www.boat24.com/en/sailingboats/luthi/luthi-36-pieds/detail/532019/
20049,532180,Croatia,USED BOAT,Bayliner Ciera 2655,Bayliner,1997,powerboats,Motor Yacht,GRP,7.9,2.5,0.9,1,220.0,162.0,28000.0,https://www.boat24.com/en/powerboats/bayliner/bayliner-ciera-2655/detail/532180/
20050,465287,Germany,USED BOAT,Westerly Fulmar,Westerly,1983,sailingboats,Sailing Yacht,GRP,9.7,3.33,1.7,1,20.0,15.0,27500.0,https://www.boat24.com/en/sailingboats/westerly/westerly-fulmar/detail/465287/
20051,500199,Netherlands,USED BOAT,Meridian Yachts 391 Sedan,Meridian,2008,powerboats,Flybridge,GRP,12.8,4.21,0.8,2,425.0,313.0,219000.0,https://www.boat24.com/en/powerboats/meridian-yachts/meridian-yachts-391-sedan/detail/500199/
20053,540166,Italy,USED BOAT,ZAR Formenti ZAR 95 SL Sport Luxury,ZAR,2021,inflatableboats,RIB,GRP,9.6,3.3,0.6,2,350.0,257.0,180000.0,https://www.boat24.com/en/inflatableboats/zar-formenti/zar-formenti-zar-95-sl-sport-luxury/detail/540166/
20055,535948,Spain,USED BOAT,Camper & Nicholsons 32,Camper,1966,sailingboats,Keelboat,GRP,9.9,2.81,1.65,1,25.0,18.0,36000.0,https://www.boat24.com/en/sailingboats/camper-nicholsons/camper-nicholsons-32/detail/535948/
20057,543084,Denmark,USED BOAT,Saga 27,Saga,1976,powerboats,Motor Yacht,GRP,8.15,2.75,0.9,1,46.0,34.0,19500.0,https://www.boat24.com/en/powerboats/saga-27/detail/543084/
20064,539794,Germany,USED BOAT,Bavaria S33 Open,Bavaria,2018,powerboats,Motor Yacht,GRP,10.0,3.31,1.26,2,250.0,184.0,192500.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-s33-open/detail/539794/
20065,539063,Italy,USED BOAT,DEHLER 34/OPTIMA 106,DEHLER,1988,sailingboats,Sailing Yacht,GRP,10.6,3.4,1.7,1,19.0,14.0,36000.0,https://www.boat24.com/en/sailingboats/dehler/dehler-34optima-106/detail/539063/
20067,536454,Croatia,USED BOAT,Fairline Phantom 46,Fairline,2000,powerboats,Flybridge,GRP,14.57,4.32,1.12,2,980.0,721.0,330000.0,https://www.boat24.com/en/powerboats/fairline/fairline-phantom-46/detail/536454/
20069,538779,Germany,USED BOAT,Passport Escapade,Passport,2008,powerboats,Cabin Cruiser,GRP,6.85,2.55,0.5,1,115.0,85.0,29800.0,https://www.boat24.com/en/powerboats/passport-escapade/detail/538779/
20070,523002,Switzerland,NEW BOAT,nan,nan,2023,powerboats,Hardtop,GRP,5.94,2.29,0.72,1,150.0,110.0,59000.0,https://www.boat24.com/en/powerboats/saxdor/saxdor-205/detail/523002/
20071,528292,Germany,USED BOAT,Fairline Targa 37,Fairline,1997,powerboats,Motor Yacht,GRP,11.6,3.65,0.9,1,169.0,124.0,120000.0,https://www.boat24.com/en/powerboats/fairline/fairline-targa-37/detail/528292/
20076,509589,Spain,NEW BOAT,Comitti Venezia 22,Comitti,2023,powerboats,Sport Boat,GRP,6.9,2.15,0.42,1,250.0,184.0,124100.0,https://www.boat24.com/en/powerboats/comitti/comitti-venezia-22/detail/509589/
20078,507342,Switzerland,NEW BOAT,nan,nan,2022,powerboats,Sport Boat,GRP,8.9,2.78,0.5,1,350.0,257.0,131580.0,https://www.boat24.com/en/powerboats/nx-boats/nx-boats-290/detail/507342/
20087,512464,Spain,USED BOAT,Beneteau Evasion 34,Beneteau,1983,sailingboats,Motorsailer,Carbon Fiber,10.0,3.5,1.5,1,55.0,40.0,60000.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-evasion-34/detail/512464/
20091,543000,Germany,USED BOAT,KB 12 A 1 VEB Konigstein/Oberelbe,KB,1980,powerboats,Cabin Cruiser,Steel,12.0,3.1,0.8,1,140.0,103.0,14500.0,https://www.boat24.com/en/powerboats/kb-12-a-1-veb-koenigsteinoberelbe/detail/543000/
20093,524773,Germany,USED BOAT,Linssen Grand Sturdy 430 AC Twin,Linssen,2000,powerboats,Trawler,Steel,13.2,4.55,1.35,2,107.0,79.0,289000.0,https://www.boat24.com/en/powerboats/linssen/linssen-grand-sturdy-430-ac-twin/detail/524773/
20098,526551,Denmark,USED BOAT,Prosafe 590 Prosafe 590 Glasfiber RIB,Prosafe,1998,inflatableboats,RIB,GRP,5.9,2.5,0.5,1,150.0,110.0,14298.7,https://www.boat24.com/en/inflatableboats/prosafe-590-prosafe-590-glasfiber-rib/detail/526551/
20099,508316,Germany,USED BOAT,hollandischer Werftbau hollandisches Sal,hollandischer,1980,powerboats,Cabin Cruiser,Steel,8.5,3.0,0.9,1,60.0,44.0,29990.0,https://www.boat24.com/en/powerboats/hollaendischer-werftbau-hollaendisches-sal/detail/508316/
20100,440905,Germany,USED BOAT,Olle Enderlein 30 One Off,Olle,1964,sailingboats,Classic Sailing Yacht,Wood,9.4,2.7,1.5,1,19.0,14.0,72500.0,https://www.boat24.com/en/sailingboats/olle-enderlein-30-one-off/detail/440905/
20104,514883,Netherlands,USED BOAT,Linssen Grand Sturdy 470,Linssen,2007,powerboats,Trawler,Steel,14.7,4.45,1.35,2,144.0,106.0,429000.0,https://www.boat24.com/en/powerboats/linssen/linssen-grand-sturdy-470/detail/514883/
20105,521358,Germany,USED BOAT,Regal 1900 BOWRIDER MIT TOWER,Regal,2007,powerboats,Bowrider,GRP,5.99,2.5,0.8,1,225.0,165.0,29990.0,https://www.boat24.com/en/powerboats/regal/regal-1900-bowrider-mit-tower/detail/521358/
20106,535909,Netherlands,USED BOAT,nan,nan,2015,powerboats,Bowrider,GRP,6.55,2.55,0.88,1,250.0,184.0,47950.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-21-spx/detail/535909/
20107,513934,Switzerland,USED BOAT,Linssen DS 260 OC,Linssen,1999,powerboats,Motor Yacht,Steel,8.0,3.0,0.95,1,78.0,57.0,106998.0,https://www.boat24.com/en/powerboats/linssen/linssen-ds-260-oc/detail/513934/
20111,536886,Germany,NEW BOAT,Angelboot Kajutboot I431 Fisher,Angelboot,2023,powerboats,Fishing Boat,GRP,4.3,1.7,0.3,1,30.0,22.0,6399.0,https://www.boat24.com/en/powerboats/angelboot-kajuetboot-i431-fisher/detail/536886/
20113,530042,Germany,NEW BOAT,Beneteau Swift Trawler 48,Beneteau,2023,powerboats,Motor Yacht,GRP,14.74,4.5,1.15,2,425.0,313.0,995000.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-swift-trawler-48/detail/530042/
20118,531534,Greece,USED BOAT,Bavaria 36 Cruiser,Bavaria,2013,sailingboats,Sailing Yacht,GRP,10.9,3.67,1.95,1,28.0,21.0,90000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-36-cruiser/detail/531534/
20120,543237,Germany,USED BOAT,nan,nan,1978,sailingboats,Motorsailer,GRP,9.0,3.0,1.0,1,40.0,29.0,12000.0,https://www.boat24.com/en/sailingboats/macwester/macwester-32-class-malin/detail/543237/
20122,541993,Spain,USED BOAT,nan,nan,2013,powerboats,Flybridge,GRP,23.3,5.98,1.75,2,1250.0,919.0,1650000.0,https://www.boat24.com/en/powerboats/pearl/pearl-75/detail/541993/
20124,544370,Italy,USED BOAT,Viking Yachts 35 CONVERTIBLE,Viking,1974,powerboats,Classic Power Boat,GRP,10.61,3.61,0.8,2,380.0,279.0,65000.0,https://www.boat24.com/en/powerboats/viking-yachts/viking-yachts-35-convertible/detail/544370/
20130,109223,Switzerland,USED BOAT,Chaparral 29 Signature,Chaparral,1993,powerboats,Sport Boat,GRP,9.73,2.97,0.9,2,180.0,132.0,47838.0,https://www.boat24.com/en/powerboats/chaparral/chaparral-29-signature/detail/109223/
20134,511429,Germany,USED BOAT,Jeanneau Sunlight 30,Jeanneau,1988,sailingboats,Sailing Yacht,GRP,9.15,3.23,1.5,1,18.0,13.0,29500.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sunlight-30/detail/511429/
20139,521258,Italy,USED BOAT,Cranchi MEDITERRANEE 50 HARD TOP,Cranchi,2006,powerboats,Motor Yacht,GRP,15.01,4.33,1.05,2,800.0,588.0,270000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-mediterranee-50-hard-top/detail/521258/
20141,529575,Switzerland,USED BOAT,Sea Ray 220 SR,Sea,1993,powerboats,Sport Boat,GRP,6.5,2.44,0.5,1,290.0,213.0,24000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-220-sr/detail/529575/
20147,528711,Germany,NEW BOAT,Greenline 45 COUPE,Greenline,2023,powerboats,Motor Yacht,GRP,15.57,4.57,1.1,2,320.0,235.0,687225.0,https://www.boat24.com/en/powerboats/greenline/greenline-45-coupe/detail/528711/
20158,543691,Turkey,USED BOAT,Arcona 460,Arcona,2008,sailingboats,Sailing Yacht,GRP,14.0,4.2,2.8,1,75.0,55.0,229000.0,https://www.boat24.com/en/sailingboats/arcona/arcona-460/detail/543691/
20160,543036,Switzerland,USED BOAT,Nidelv 24,Nidelv,1991,powerboats,Cabin Cruiser,Carbon Fiber,7.2,2.6,0.7,1,28.0,21.0,14280.0,https://www.boat24.com/en/powerboats/nidelv/nidelv-24/detail/543036/
20164,544516,Netherlands,USED BOAT,Elan 410 Performance,Elan,2010,sailingboats,Sailing Yacht,GRP,12.28,3.91,2.25,1,40.0,29.0,159000.0,https://www.boat24.com/en/sailingboats/elan/elan-410-performance/detail/544516/
20167,545166,Germany,USED BOAT,Kirie Feeling 850 Spezial,Kirie,1985,sailingboats,Classic Sailing Yacht,GRP,9.45,3.2,1.65,1,18.0,13.0,38500.0,https://www.boat24.com/en/sailingboats/kirie/kirie-feeling-850-spezial/detail/545166/
20169,468759,Germany,USED BOAT,Spirit 28,Spirit,1973,sailingboats,Sailing Yacht,GRP,8.5,2.81,1.55,1,10.0,7.0,8500.0,https://www.boat24.com/en/sailingboats/spirit/spirit-28/detail/468759/
20170,526269,Italy,USED BOAT,Bruno Abbate Primatist 34,Bruno,1986,powerboats,Sport Boat,GRP,9.99,3.24,0.59,2,260.0,191.0,34000.0,https://www.boat24.com/en/powerboats/bruno-abbate/bruno-abbate-primatist-34/detail/526269/
20172,516554,France,USED BOAT,Beneteau Oceanis 60,Beneteau,2015,sailingboats,Sailing Yacht,GRP,18.97,4.99,2.7,1,140.0,103.0,549000.0,https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-60/detail/516554/
20173,479503,Croatia,USED BOAT,Bavaria S45 HT,Bavaria,2017,powerboats,Motor Yacht,GRP,13.83,4.41,1.1,2,400.0,294.0,420000.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-s45-ht/detail/479503/
20178,520567,Italy,USED BOAT,Princess 480 Fly,Princess,1996,powerboats,Flybridge,GRP,14.8,4.45,1.2,2,435.0,320.0,175000.0,https://www.boat24.com/en/powerboats/princess/princess-480-fly/detail/520567/
20180,542607,Italy,USED BOAT,Rinker 280,Rinker,2009,powerboats,Motor Yacht,GRP,9.14,2.75,0.9,1,300.0,221.0,51900.0,https://www.boat24.com/en/powerboats/rinker/rinker-280/detail/542607/
20189,506640,Germany,USED BOAT,Great dane 28,Great,1971,sailingboats,Classic Sailing Yacht,GRP,8.5,2.5,1.4,1,20.0,15.0,16500.0,https://www.boat24.com/en/sailingboats/great-dane-28/detail/506640/
20192,530382,Germany,USED BOAT,Sea Ray 270 SDX,Sea,2018,powerboats,Bowrider,Steel,8.26,2.54,0.4,1,350.0,257.0,137000.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-270-sdx/detail/530382/
20194,532050,Denmark,USED BOAT,Najad 34 AK - 1977,Najad,1977,sailingboats,Sailing Yacht,GRP,10.45,3.1,1.6,1,30.0,22.0,38350.0,https://www.boat24.com/en/sailingboats/najad-34-ak--1977/detail/532050/
20196,543286,Denmark,USED BOAT,Princess 42,Princess,2012,powerboats,Cabin Cruiser,GRP,13.48,4.14,1.19,2,435.0,320.0,403000.0,https://www.boat24.com/en/powerboats/princess/princess-42/detail/543286/
20203,509572,Netherlands,USED BOAT,Bavaria 34-3 Cruiser,Bavaria,2000,sailingboats,Sailing Yacht,GRP,10.71,3.48,1.35,1,20.0,15.0,65000.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-34-3-cruiser/detail/509572/
