,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
7890,542945,Germany,USED BOAT,Boesch 510,Boesch,1965,powerboats,Classic Power Boat,Wood,5.1,2.02,0.52,1,180.0,132.0,38000.0,https://www.boat24.com/en/powerboats/boesch/boesch-510/detail/542945/
7892,534717,Germany,NEW BOAT,Maxima 600,Maxima,2023,powerboats,Motor Yacht,GRP,5.8,2.25,0.4,1,30.0,22.0,36016.0,https://www.boat24.com/en/powerboats/maxima/maxima-600/detail/534717/
7893,45262,Italy,USED BOAT,PR MARINE  22,PR,1995,powerboats,Superyacht,GRP,21.65,5.8,1.65,2,820.0,603.0,399000.0,https://www.boat24.com/en/powerboats/pr-marine/pr-marine-22/detail/45262/
7894,535955,Netherlands,USED BOAT,Rivierklipper 2400,Rivierklipper,1896,sailingboats,Sailing Yacht,Steel,23.91,5.05,1.15,1,120.0,88.0,142500.0,https://www.boat24.com/en/sailingboats/rivierklipper-2400/detail/535955/
7896,522425,Netherlands,USED BOAT,Bavaria 707,Bavaria,1980,sailingboats,Sailing Yacht,GRP,7.07,2.48,1.25,1,70.0,51.0,6950.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-707/detail/522425/
7897,471715,Poland,NEW BOAT,Nautic Yachts NEON 990,Nautic,2023,powerboats,Sport Boat,GRP,9.7,3.05,0.55,1,150.0,110.0,97375.0,https://www.boat24.com/en/powerboats/nautic-yachts/nautic-yachts-neon-990/detail/471715/
7901,541513,Netherlands,USED BOAT,Beneteau Antares 13.80,Beneteau,2003,powerboats,Flybridge,GRP,13.8,4.25,1.15,2,485.0,357.0,180000.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-antares-1380/detail/541513/
7903,545694,Germany,USED BOAT,Swinboten B.V. Swin Patio 1100,Swinboten,1972,powerboats,Cabin Cruiser,Steel,10.5,3.0,0.8,1,100.0,74.0,24800.0,https://www.boat24.com/en/powerboats/swin-patio-jachtwerf-swinboten/detail/545694/
7905,534982,Portugal,USED BOAT,Astondoa 36,Astondoa,1999,powerboats,Motor Yacht,GRP,11.78,3.66,1.65,2,260.0,191.0,85000.0,https://www.boat24.com/en/powerboats/astondoa/astondoa-36/detail/534982/
7911,542161,Netherlands,USED BOAT,Vanquish VQ60,Vanquish,2019,powerboats,Motor Yacht,Aluminium,17.95,5.1,0.95,2,1200.0,883.0,2250000.0,https://www.boat24.com/en/powerboats/vanquish-vq60/detail/542161/
7912,529109,Germany,USED BOAT,Boatbuilding Motor Yacht BL 630,Boatbuilding,2019,powerboats,Sport Boat,GRP,6.3,2.35,0.4,1,115.0,85.0,38500.0,https://www.boat24.com/en/powerboats/boatbuilding-motor-yacht-bl-630/detail/529109/
7913,515282,Germany,USED BOAT,Oxelo Oxelo 30,Oxelo,1979,powerboats,Cabin Cruiser,GRP,9.15,3.05,1.1,1,130.0,96.0,39900.0,https://www.boat24.com/en/powerboats/oxeloe-oxeloe-30/detail/515282/
7914,541429,Netherlands,USED BOAT,Hallberg-Rassy 29,Hallberg-Rassy,1990,sailingboats,Sailing Yacht,GRP,8.9,2.83,1.59,1,18.0,13.0,38000.0,https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-29/detail/541429/
7916,515800,Austria,USED BOAT,Nautique GS20 ELECTRIC,Nautique,2017,powerboats,Wakeboard/Wakesurf,GRP,6.1,2.54,0.48,1,183.0,135.0,169000.0,https://www.boat24.com/en/powerboats/nautique/nautique-gs20-electric/detail/515800/
7923,505172,Switzerland,USED BOAT,Selection Boats Coque open,Selection,2017,powerboats,Sport Boat,GRP,5.5,2.15,0.2,1,58.0,43.0,12750.0,https://www.boat24.com/en/powerboats/selection-boats/selection-boats-coque-open/detail/505172/
7924,515332,Netherlands,USED BOAT,Steilsteven Hendrina,Steilsteven,1927,sailingboats,Classic Sailing Yacht,Steel,19.96,3.75,0.8,1,105.0,77.0,39900.0,https://www.boat24.com/en/sailingboats/steilsteven-hendrina/detail/515332/
7925,543314,Denmark,USED BOAT,Ornvik 470 cruiser Ornvik 470 cruiser,Ornvik,2006,powerboats,Cabin Cruiser,GRP,4.83,2.37,0.6,1,49.0,36.0,10985.0,https://www.boat24.com/en/powerboats/rnvik-470-cruiser-rnvik-470-cruiser/detail/543314/
